employee_id ,attrition,environment_satisfaction,job_involvement,job_level,job_satisfaction,num_companies_worked,over_18,overTime,performance_rating,relationship_satisfaction,standard_hours,total_working_years,training_time_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_currmanager
1453,No,1,3,3,4,1,Y,No,3,1,80,13,5,3,13,7,9,9
1457,Yes,1,3,3,4,4,Y,No,3,1,80,28,1,4,7,7,4,3
1458,Yes,1,2,1,1,2,Y,Yes,4,2,80,11,2,4,1,0,0,0
1459,Yes,3,4,3,2,1,Y,No,3,1,80,10,2,3,10,8,4,7
1460,No,2,1,3,1,2,Y,Yes,3,2,80,24,2,3,7,7,0,7
1461,No,4,4,1,2,9,Y,No,3,4,80,8,3,3,3,2,0,2
1464,Yes,2,3,1,4,6,Y,Yes,3,3,80,7,2,1,2,2,2,2
1465,No,2,3,3,4,4,Y,Yes,3,4,80,10,4,4,3,1,1,2
1466,No,3,3,2,1,4,Y,No,3,1,80,15,3,3,2,2,2,2
1467,Yes,1,3,1,3,1,Y,No,3,4,80,2,0,3,2,2,2,2
1468,No,4,2,3,2,2,Y,No,3,3,80,16,5,3,9,8,4,8
1469,No,4,3,2,1,0,Y,No,3,4,80,6,4,3,5,4,1,3
1471,No,3,2,1,3,3,Y,No,3,4,80,7,5,3,5,2,0,3
1472,No,4,4,4,2,4,Y,No,3,2,80,35,2,2,9,8,8,8
1473,No,1,3,2,3,2,Y,No,3,2,80,20,0,2,3,2,1,2
1474,No,3,3,1,3,2,Y,No,3,3,80,8,3,4,3,1,1,2
1475,No,4,3,1,2,1,Y,No,3,3,80,6,3,2,5,2,1,3
1477,No,4,3,2,1,0,Y,No,3,1,80,5,2,3,4,3,0,3
1478,No,4,1,2,1,3,Y,No,3,4,80,15,2,3,13,9,3,12
1479,No,4,3,2,3,8,Y,No,3,3,80,4,2,2,2,1,2,2
1480,No,1,3,1,4,1,Y,No,3,3,80,12,3,3,12,9,5,8
1481,No,1,3,2,3,7,Y,No,3,3,80,11,4,2,1,0,0,0
1482,No,3,3,1,3,1,Y,No,3,2,80,1,2,2,1,0,0,0
1483,No,2,4,2,3,0,Y,No,4,1,80,13,2,2,12,9,2,8
1484,No,3,3,3,2,3,Y,No,3,2,80,29,3,3,8,7,0,7
1485,No,2,3,4,1,7,Y,No,3,4,80,16,3,2,14,8,6,9
1486,Yes,1,3,1,3,3,Y,No,3,4,80,5,3,4,3,2,1,2
1487,Yes,1,3,2,2,5,Y,No,3,1,80,7,4,1,5,3,0,0
1489,Yes,1,2,2,2,0,Y,Yes,4,3,80,16,2,4,15,9,10,10
1492,No,4,3,1,3,1,Y,No,3,1,80,1,3,3,1,0,0,0
1494,Yes,2,3,1,1,2,Y,Yes,3,3,80,4,2,2,0,0,0,0
1495,No,4,3,1,2,1,Y,No,3,3,80,1,2,3,1,0,0,0
1496,No,2,3,3,3,5,Y,Yes,3,2,80,16,2,2,2,2,2,2
1497,No,3,2,2,3,1,Y,No,3,3,80,10,3,3,10,7,0,4
1499,No,3,3,1,3,0,Y,No,4,1,80,6,3,4,5,3,1,3
1501,No,4,3,2,3,0,Y,Yes,3,2,80,4,2,3,3,2,1,2
1502,No,1,2,1,2,8,Y,No,3,4,80,8,5,3,5,4,0,2
1503,No,3,3,2,3,3,Y,Yes,3,3,80,11,4,2,5,4,1,2
1504,Yes,3,2,1,1,7,Y,No,3,3,80,8,2,2,0,0,0,0
1506,No,1,2,1,3,1,Y,No,3,4,80,1,2,1,1,0,0,0
1507,No,3,3,2,1,0,Y,No,3,4,80,5,5,3,4,2,1,3
1509,No,3,2,2,1,4,Y,No,4,1,80,10,3,3,3,2,1,2
1513,No,4,3,1,2,0,Y,No,3,3,80,4,3,3,3,2,0,2
1514,No,3,1,2,2,1,Y,No,3,2,80,8,2,2,8,6,1,7
1515,No,4,3,2,3,2,Y,Yes,3,1,80,14,6,3,0,0,0,0
1516,No,3,3,3,4,2,Y,No,4,2,80,10,5,4,5,2,0,0
1520,No,2,3,4,4,3,Y,No,4,1,80,26,2,3,14,9,1,12
1522,Yes,1,2,1,1,6,Y,No,3,3,80,11,2,1,9,7,0,7
1523,No,4,3,4,1,3,Y,No,3,3,80,24,1,4,20,6,14,17
1525,No,2,3,3,2,4,Y,No,3,4,80,9,3,3,2,0,2,2
1527,No,3,3,4,2,8,Y,No,3,4,80,23,2,4,13,12,5,1
1529,No,4,2,3,2,1,Y,No,3,4,80,11,3,1,11,8,3,3
1533,No,1,3,2,3,0,Y,No,3,2,80,5,2,3,4,3,1,2
1534,Yes,4,3,1,1,3,Y,No,3,2,80,15,3,1,5,4,1,0
1535,No,4,2,3,3,1,Y,Yes,3,4,80,10,3,3,10,9,8,6
1537,Yes,4,3,1,3,1,Y,No,3,1,80,7,2,1,7,2,7,7
1539,No,3,1,4,4,1,Y,Yes,3,4,80,32,2,3,32,6,13,9
1541,No,2,3,1,3,0,Y,Yes,4,2,80,12,4,3,11,10,5,7
1542,No,3,2,1,2,4,Y,No,3,2,80,4,3,3,1,0,0,0
1543,No,1,3,2,4,1,Y,No,3,1,80,10,2,3,10,8,3,7
1544,No,3,1,2,1,3,Y,No,3,3,80,9,3,3,7,7,0,7
1545,No,4,2,2,2,1,Y,No,3,4,80,5,2,3,5,3,0,2
1546,No,4,3,1,4,4,Y,No,4,4,80,8,3,3,5,4,0,3
1547,No,4,3,3,4,2,Y,Yes,3,3,80,24,3,1,20,8,13,9
1548,No,1,3,2,1,0,Y,No,3,4,80,9,5,4,8,4,7,1
1549,No,2,3,2,3,1,Y,Yes,3,2,80,15,3,3,15,14,5,7
1550,No,3,3,4,4,1,Y,Yes,4,4,80,21,2,3,21,7,7,7
1551,No,3,2,1,1,0,Y,No,3,2,80,2,3,3,1,1,0,0
1552,No,4,3,2,4,3,Y,Yes,3,3,80,8,2,3,2,2,2,2
1553,No,1,3,3,2,1,Y,No,3,1,80,10,4,3,10,8,7,7
1554,No,2,2,1,3,0,Y,No,4,1,80,6,5,3,5,3,4,2
1555,No,4,2,2,2,3,Y,No,3,1,80,12,2,3,7,1,2,5
1556,No,3,3,1,4,3,Y,Yes,4,4,80,7,3,2,3,2,1,2
1557,No,3,3,2,3,8,Y,No,3,3,80,18,2,3,8,7,7,7
1558,No,3,4,1,3,6,Y,No,3,1,80,5,2,2,1,0,0,0
1560,No,1,3,2,1,2,Y,No,3,4,80,8,6,1,2,2,2,2
1562,Yes,2,2,2,1,1,Y,No,3,4,80,10,4,3,10,8,6,7
1563,No,3,3,2,3,3,Y,No,3,3,80,10,2,3,6,3,1,2
1564,No,4,2,1,1,1,Y,No,3,2,80,3,3,3,3,0,1,2
1568,No,3,3,3,2,3,Y,No,3,2,80,9,3,3,4,2,1,3
1569,Yes,1,3,1,1,1,Y,Yes,3,4,80,1,2,3,1,0,0,0
1572,Yes,3,2,3,4,0,Y,No,3,2,80,34,4,3,33,7,1,9
1573,Yes,3,3,2,2,4,Y,No,3,1,80,7,2,3,5,2,1,4
1574,No,4,3,2,1,4,Y,No,3,2,80,9,3,2,6,5,1,2
1576,No,3,3,1,1,8,Y,No,3,4,80,10,3,2,8,2,7,6
1577,No,1,3,1,4,1,Y,No,3,3,80,1,4,1,1,0,0,0
1578,No,3,2,5,4,1,Y,No,4,3,80,36,3,3,36,6,2,13
1580,No,2,3,2,4,9,Y,No,3,2,80,9,3,2,2,2,2,1
1581,No,1,3,1,4,1,Y,No,4,1,80,1,5,3,1,0,0,0
1582,No,3,3,2,2,0,Y,No,3,4,80,10,3,3,9,8,7,7
1583,No,2,3,2,2,2,Y,No,3,2,80,8,5,4,3,2,1,2
1585,No,2,3,2,3,6,Y,No,3,1,80,15,5,3,1,0,0,0
1586,No,2,3,1,1,1,Y,Yes,3,4,80,10,3,3,10,9,1,5
1587,No,1,3,2,3,3,Y,Yes,3,3,80,10,4,3,5,2,0,4
1588,No,4,4,3,3,2,Y,No,3,1,80,11,3,3,7,6,7,6
1590,No,1,3,2,4,1,Y,No,3,4,80,6,0,4,6,4,1,3
1591,No,3,3,5,3,4,Y,Yes,3,3,80,27,2,3,1,0,0,0
1592,No,4,4,1,3,2,Y,No,3,4,80,4,2,3,2,2,2,2
1594,No,1,4,2,1,3,Y,Yes,3,4,80,9,3,3,3,2,0,2
1595,No,4,2,5,4,8,Y,No,4,4,80,24,2,3,1,0,0,1
1596,No,2,4,2,3,1,Y,No,3,4,80,10,3,2,10,9,6,8
1597,No,4,2,2,3,1,Y,No,3,2,80,8,3,2,8,2,7,7
1598,No,4,3,2,1,1,Y,No,3,3,80,5,2,3,5,4,1,2
1599,No,4,4,1,2,5,Y,No,3,3,80,8,0,3,6,4,0,2
1601,No,3,2,1,4,1,Y,No,3,4,80,1,5,2,1,0,0,1
1602,No,4,4,4,1,1,Y,No,3,2,80,27,5,1,26,0,0,12
1604,Yes,3,3,1,2,1,Y,Yes,3,3,80,1,3,3,1,1,0,0
1605,No,2,2,1,3,1,Y,Yes,3,2,80,4,2,2,4,2,1,3
1606,No,2,3,4,3,2,Y,Yes,3,3,80,32,3,3,30,8,12,13
1607,No,2,4,1,4,3,Y,No,3,4,80,6,3,3,3,2,0,2
1608,No,2,3,5,4,0,Y,Yes,3,4,80,23,4,2,22,7,1,10
1609,No,2,2,1,2,1,Y,No,3,2,80,6,3,2,6,4,1,1
1611,No,3,1,2,1,1,Y,Yes,3,1,80,10,3,3,10,7,1,4
1612,No,1,2,2,1,1,Y,No,3,1,80,10,2,3,10,7,4,5
1613,No,4,3,2,1,7,Y,No,3,4,80,10,3,3,5,2,0,3
1614,No,3,3,2,3,9,Y,Yes,3,2,80,7,2,3,3,2,1,1
1615,No,3,4,2,4,1,Y,No,3,1,80,9,3,3,9,7,7,2
1617,No,3,3,1,1,1,Y,No,3,4,80,10,3,2,9,6,1,4
1618,No,2,3,2,1,2,Y,No,3,4,80,10,3,3,7,7,7,7
1619,No,4,2,1,1,1,Y,No,3,1,80,7,3,3,7,7,0,7
1621,No,2,4,2,1,1,Y,No,3,4,80,16,2,3,16,15,1,10
1622,No,2,1,2,1,0,Y,No,4,2,80,6,5,2,5,3,0,0
1623,No,3,3,1,4,1,Y,No,3,3,80,3,2,3,2,2,2,2
1624,Yes,2,3,1,4,1,Y,Yes,3,3,80,0,2,4,0,0,0,0
1625,No,4,3,5,3,3,Y,No,3,3,80,27,2,3,5,2,1,0
1627,No,3,2,2,3,0,Y,No,3,4,80,11,3,3,10,8,0,7
1628,No,1,2,3,3,1,Y,No,3,4,80,18,2,3,18,15,14,12
1630,No,3,3,2,3,1,Y,No,3,4,80,15,5,3,14,11,2,9
1631,No,3,3,2,3,3,Y,No,3,1,80,9,2,2,4,3,0,2
1633,No,1,3,2,3,0,Y,No,3,4,80,10,2,1,9,2,3,8
1635,No,4,2,2,4,1,Y,No,3,1,80,10,3,3,10,7,3,9
1638,No,4,2,3,3,3,Y,Yes,3,4,80,10,6,4,5,4,0,2
1639,Yes,4,2,3,1,9,Y,No,3,3,80,15,3,3,13,12,6,0
1640,No,2,3,1,2,1,Y,No,3,1,80,8,2,1,8,4,7,7
1641,No,3,3,3,4,6,Y,Yes,3,4,80,18,2,2,4,2,3,3
1642,No,1,3,2,4,4,Y,Yes,3,3,80,14,3,3,10,7,0,2
1644,No,3,2,4,4,2,Y,No,4,2,80,23,3,3,2,2,2,2
1645,Yes,1,1,2,4,6,Y,Yes,3,4,80,7,2,2,2,2,2,2
1646,No,1,3,1,4,1,Y,Yes,3,3,80,6,2,3,6,3,1,3
1647,No,2,4,1,3,7,Y,No,3,1,80,5,0,3,3,2,0,2
1648,No,4,3,1,4,2,Y,No,3,3,80,6,0,2,4,2,1,2
1649,Yes,1,3,1,1,3,Y,Yes,3,2,80,10,3,1,4,2,0,3
1650,No,3,2,2,3,9,Y,No,3,3,80,8,2,3,5,2,1,4
1651,No,2,3,3,1,4,Y,No,3,3,80,9,6,3,3,2,0,2
1653,No,4,4,2,3,1,Y,No,3,3,80,7,6,3,7,7,0,7
1654,No,4,3,2,2,4,Y,No,4,3,80,7,3,3,5,4,1,0
1655,No,1,3,4,2,3,Y,No,3,2,80,27,2,3,4,2,1,2
1656,No,4,2,3,1,5,Y,No,3,3,80,19,3,3,14,11,1,11
1657,No,3,3,1,3,1,Y,No,3,1,80,2,3,3,2,2,2,2
1658,No,4,3,2,2,1,Y,No,3,3,80,11,2,3,11,8,7,9
1659,No,1,3,1,2,2,Y,No,3,3,80,15,4,3,4,3,1,3
1661,No,3,2,4,3,2,Y,Yes,3,2,80,30,3,3,15,11,2,12
1662,No,4,2,2,3,0,Y,No,3,3,80,4,6,3,3,2,1,2
1664,No,4,4,2,1,6,Y,No,4,1,80,13,3,3,5,4,0,4
1665,No,2,3,4,3,3,Y,No,4,3,80,36,6,3,10,8,4,7
1666,No,3,2,4,3,1,Y,No,4,1,80,14,3,3,14,10,6,11
1667,Yes,4,3,2,4,3,Y,Yes,4,1,80,13,2,4,11,9,6,7
1668,No,4,3,2,4,7,Y,No,3,4,80,19,4,4,13,11,2,9
1669,No,1,2,2,2,1,Y,Yes,3,2,80,10,3,2,10,0,0,9
1670,No,4,3,2,4,1,Y,No,3,3,80,6,5,3,6,2,0,4
1671,No,4,3,2,2,0,Y,No,3,3,80,10,4,2,9,5,1,6
1673,No,1,3,2,4,1,Y,No,3,1,80,10,2,3,10,0,0,2
1674,No,4,3,1,1,4,Y,Yes,3,2,80,17,2,2,2,2,2,2
1675,No,4,2,1,2,1,Y,No,4,2,80,4,3,3,4,3,3,3
1676,No,2,4,4,2,6,Y,No,3,3,80,29,2,3,3,2,1,2
1677,No,3,3,4,3,4,Y,No,3,1,80,23,2,3,8,7,0,0
1678,No,4,3,3,3,3,Y,Yes,3,4,80,21,2,3,2,0,0,2
1680,No,4,3,1,1,1,Y,No,3,1,80,2,3,3,2,2,0,2
1681,No,3,3,2,4,1,Y,Yes,4,3,80,7,2,3,6,5,1,2
1682,No,1,3,2,3,6,Y,No,3,2,80,10,2,2,3,2,0,2
1683,No,3,3,1,4,4,Y,Yes,3,1,80,8,2,3,2,2,2,2
1684,Yes,4,2,1,3,1,Y,Yes,3,1,80,5,2,3,5,4,1,2
1687,No,4,3,1,3,7,Y,No,3,4,80,7,5,2,0,0,0,0
1689,No,2,4,3,4,3,Y,No,3,3,80,11,2,3,4,3,1,2
1691,Yes,4,3,1,3,2,Y,Yes,3,3,80,19,3,3,9,7,7,7
1692,Yes,4,3,1,2,1,Y,No,3,1,80,1,2,3,1,0,0,0
1693,No,4,3,1,4,1,Y,No,4,3,80,7,5,3,7,7,5,7
1694,No,1,2,1,2,5,Y,No,3,4,80,8,1,3,4,2,1,2
1696,No,2,2,2,4,1,Y,No,3,3,80,15,3,4,15,10,4,13
1697,No,3,1,3,4,3,Y,No,4,3,80,19,2,4,1,0,0,0
1698,No,2,4,1,2,1,Y,No,3,4,80,14,6,3,14,11,2,13
1700,No,3,1,2,4,1,Y,No,3,3,80,6,2,2,6,3,1,3
1701,No,2,2,1,4,1,Y,No,3,2,80,10,3,3,10,9,8,7
1702,Yes,3,3,1,4,1,Y,Yes,4,2,80,3,2,3,3,2,0,2
1703,No,3,4,3,4,1,Y,Yes,3,2,80,9,2,3,8,7,6,7
1704,No,1,2,1,4,0,Y,Yes,3,3,80,6,2,4,5,4,1,4
1706,No,4,3,2,4,1,Y,Yes,3,1,80,10,3,3,10,9,8,8
1707,No,3,4,1,3,1,Y,No,3,4,80,5,1,3,5,3,0,4
1708,No,4,3,3,3,1,Y,No,3,2,80,10,3,3,10,8,8,7
1709,No,4,3,1,3,9,Y,No,3,3,80,9,2,3,5,3,1,2
1710,No,3,3,2,4,3,Y,No,3,3,80,17,2,2,13,7,6,7
1712,No,3,2,3,3,3,Y,No,4,4,80,25,3,2,23,15,14,4
1714,Yes,4,1,1,3,1,Y,No,3,3,80,1,2,3,1,0,0,0
1716,Yes,3,1,4,3,7,Y,No,3,3,80,25,3,1,23,5,14,10
1718,No,4,1,1,3,1,Y,No,3,3,80,3,3,4,3,2,0,2
1719,No,4,2,4,2,1,Y,No,3,3,80,21,2,3,21,6,8,6
1720,No,1,3,1,3,6,Y,No,3,1,80,10,3,2,5,2,1,3
1721,No,2,3,1,3,1,Y,No,3,4,80,6,2,4,5,2,0,3
1722,No,3,1,2,2,6,Y,No,3,2,80,10,4,3,3,2,1,2
1724,No,2,3,2,1,2,Y,Yes,3,2,80,18,3,3,1,0,0,0
1725,No,2,3,1,1,1,Y,No,3,2,80,6,2,4,6,2,1,2
1727,No,3,3,2,2,6,Y,No,3,4,80,19,3,3,10,7,0,9
1728,No,4,3,2,3,2,Y,No,3,2,80,17,3,3,7,7,0,7
1729,No,2,3,1,4,1,Y,No,3,2,80,10,2,2,10,0,0,8
1731,No,3,3,2,2,7,Y,No,3,4,80,4,3,1,1,0,0,0
1732,No,3,3,3,4,4,Y,Yes,3,2,80,13,5,2,10,6,0,3
1733,Yes,2,2,2,1,5,Y,Yes,3,2,80,16,3,3,2,2,2,2
1734,Yes,1,1,2,2,6,Y,No,3,2,80,10,2,3,0,0,0,0
1735,No,3,3,1,2,1,Y,No,3,3,80,3,3,1,3,2,1,2
1736,No,4,3,2,4,2,Y,No,4,4,80,9,3,2,5,4,1,4
1737,No,4,3,2,4,1,Y,Yes,3,4,80,9,2,3,9,8,5,8
1739,No,4,1,3,3,3,Y,No,3,3,80,10,2,1,4,3,0,2
1740,No,2,3,5,2,1,Y,No,3,2,80,21,3,2,21,8,12,8
1744,No,3,1,3,3,4,Y,No,4,3,80,9,2,4,5,0,0,3
1745,No,4,2,1,1,0,Y,No,3,4,80,10,2,3,9,7,0,7
1746,No,1,3,1,4,0,Y,No,3,4,80,3,2,3,2,2,2,1
1747,Yes,3,2,1,4,6,Y,No,3,3,80,6,0,2,4,2,1,2
1749,No,1,3,2,3,1,Y,No,3,3,80,6,3,3,5,2,0,2
1751,No,3,3,1,4,1,Y,No,3,3,80,6,5,2,6,2,1,4
1752,Yes,2,1,1,2,1,Y,No,3,3,80,2,3,3,2,2,2,2
1753,No,4,4,2,3,8,Y,Yes,3,4,80,10,5,4,3,2,0,2
1754,No,3,2,3,1,2,Y,No,3,1,80,12,2,3,7,7,1,7
1755,No,4,4,1,4,0,Y,Yes,3,1,80,6,3,3,5,0,1,2
1756,No,4,3,2,2,8,Y,No,3,4,80,13,2,2,11,7,1,7
1757,No,4,3,2,4,3,Y,No,3,3,80,8,1,4,5,1,0,4
1758,Yes,1,3,3,1,2,Y,Yes,4,3,80,11,2,2,0,0,0,0
1760,No,3,2,1,2,4,Y,No,3,2,80,9,4,2,6,1,0,5
1761,Yes,1,3,3,3,2,Y,No,3,1,80,10,2,3,1,0,0,0
1762,No,4,2,1,1,1,Y,No,3,3,80,1,2,3,1,0,0,0
1763,No,3,4,2,3,3,Y,No,3,3,80,10,3,3,7,0,1,7
1764,No,2,3,1,2,2,Y,No,3,2,80,12,3,3,7,7,0,7
1766,No,2,1,2,4,3,Y,Yes,3,3,80,15,2,3,1,0,1,0
1767,Yes,3,2,1,3,9,Y,Yes,3,4,80,6,4,3,1,0,0,0
1768,No,2,3,1,2,8,Y,No,4,2,80,7,6,2,5,3,0,4
1770,No,3,2,5,1,8,Y,No,3,2,80,34,2,3,1,0,0,0
1771,No,4,3,2,2,5,Y,No,3,4,80,11,2,2,9,8,1,7
1772,No,3,3,1,1,1,Y,No,4,2,80,5,2,3,5,3,0,4
1774,No,4,3,2,3,1,Y,Yes,3,3,80,15,3,3,15,14,0,7
1775,No,1,2,4,3,4,Y,Yes,4,4,80,27,2,2,3,2,0,2
1778,No,2,3,1,4,0,Y,No,3,2,80,10,5,3,9,7,1,8
1779,No,4,1,2,4,5,Y,No,3,1,80,6,3,3,2,2,2,2
1780,Yes,2,3,1,2,1,Y,No,3,2,80,1,3,3,1,0,1,0
1782,No,4,2,1,3,1,Y,No,3,2,80,5,3,3,5,4,0,4
1783,Yes,3,3,1,1,1,Y,Yes,3,3,80,1,6,3,1,0,0,0
1784,No,1,2,2,4,1,Y,No,3,1,80,13,3,3,12,7,5,7
1786,No,1,3,3,3,2,Y,No,3,4,80,15,2,3,2,2,2,2
1787,No,2,2,2,2,1,Y,No,3,1,80,5,2,3,5,2,0,3
1789,No,3,3,5,4,7,Y,Yes,3,3,80,24,3,3,2,1,2,2
1790,No,4,3,3,1,7,Y,Yes,3,4,80,15,1,3,12,8,5,7
1792,Yes,3,3,1,2,1,Y,Yes,3,3,80,6,2,2,5,3,2,3
1794,No,3,3,2,2,2,Y,No,3,3,80,19,4,2,10,0,4,7
1797,Yes,3,3,2,4,1,Y,Yes,3,4,80,10,2,3,10,7,7,7
1798,No,4,4,1,1,6,Y,No,3,2,80,14,1,3,10,8,7,6
1799,No,3,3,1,4,1,Y,No,3,3,80,5,6,4,5,3,0,3
1800,No,3,3,3,3,7,Y,No,4,3,80,9,3,3,4,3,2,2
1801,No,2,2,2,2,8,Y,No,3,3,80,6,3,3,2,2,2,2
1802,No,3,3,1,1,4,Y,No,3,4,80,7,5,2,4,3,0,2
1803,No,2,4,2,1,5,Y,No,3,3,80,10,2,2,0,0,0,0
1804,No,2,3,2,4,2,Y,No,3,3,80,15,6,3,7,7,1,7
1805,No,1,3,1,2,5,Y,No,3,4,80,13,3,3,11,10,3,8
1807,Yes,4,3,2,1,4,Y,No,3,3,80,11,3,2,7,1,0,7
1809,Yes,4,3,2,1,1,Y,No,3,2,80,10,4,1,10,3,0,8
1812,No,3,3,2,4,2,Y,No,3,4,80,7,6,3,2,1,2,2
1813,No,1,3,1,3,4,Y,No,3,3,80,7,2,2,3,2,1,2
1814,No,2,4,2,2,3,Y,No,3,1,80,11,3,1,3,2,1,2
1815,No,3,3,3,3,0,Y,Yes,3,4,80,23,3,4,22,14,13,5
1816,No,1,3,3,3,9,Y,No,3,2,80,9,3,3,7,7,0,2
1818,Yes,4,3,1,2,0,Y,Yes,3,3,80,6,3,3,5,1,1,4
1821,Yes,4,3,2,2,4,Y,No,4,4,80,13,2,4,9,7,3,7
1822,No,3,3,2,4,4,Y,No,3,4,80,12,3,3,5,3,0,3
1823,No,2,4,2,3,1,Y,No,4,3,80,10,5,3,10,8,4,8
1824,No,2,3,4,2,4,Y,No,4,4,80,37,0,2,16,9,14,14
1826,No,2,1,1,3,0,Y,No,3,2,80,6,2,4,5,4,0,3
1827,No,3,2,3,2,8,Y,Yes,3,3,80,28,4,3,22,11,14,10
1829,No,2,3,2,1,2,Y,No,3,2,80,15,3,3,7,4,7,7
1830,No,4,3,2,4,4,Y,No,3,2,80,14,2,2,7,1,1,7
1833,No,1,3,3,1,2,Y,No,3,4,80,9,3,3,3,2,2,2
1834,No,3,3,1,1,1,Y,No,4,3,80,3,3,3,3,2,1,2
1835,No,2,1,2,4,2,Y,Yes,4,1,80,20,4,2,4,2,0,3
1836,No,3,3,2,4,1,Y,No,3,1,80,5,4,3,5,3,1,2
1837,No,1,3,4,3,2,Y,Yes,3,2,80,23,3,3,2,2,2,2
1839,No,2,3,1,3,1,Y,No,3,3,80,0,4,1,0,0,0,0
1842,Yes,4,4,1,1,0,Y,No,3,3,80,2,4,3,1,0,0,0
1844,Yes,1,2,1,1,4,Y,Yes,3,4,80,4,3,3,2,2,2,0
1845,No,3,3,2,3,4,Y,No,4,2,80,10,3,4,8,7,5,7
1847,No,4,3,2,2,4,Y,Yes,4,4,80,15,2,3,1,0,0,0
1849,No,1,3,2,4,1,Y,No,4,3,80,7,5,3,7,7,7,7
1850,No,4,3,1,4,0,Y,Yes,3,3,80,6,3,2,5,4,0,2
1852,No,4,3,1,4,1,Y,No,3,2,80,11,3,4,11,8,3,10
1853,No,4,3,2,4,8,Y,No,3,3,80,4,2,4,0,0,0,0
1854,No,3,3,1,3,3,Y,No,4,2,80,10,1,2,6,3,3,3
1856,No,2,3,1,3,4,Y,No,3,3,80,7,2,3,2,2,2,0
1857,No,4,3,3,4,3,Y,No,3,3,80,12,4,2,9,8,4,7
1858,No,3,3,1,4,1,Y,No,3,2,80,3,2,3,3,2,2,2
1859,No,4,1,2,3,8,Y,No,3,4,80,11,3,3,7,0,1,6
1860,No,4,3,1,3,4,Y,No,3,4,80,8,3,3,0,0,0,0
1862,Yes,3,2,2,2,7,Y,Yes,3,3,80,7,3,2,2,2,2,2
1863,No,1,4,4,1,2,Y,No,3,4,80,25,5,3,19,17,2,8
1864,No,2,2,2,3,1,Y,No,4,4,80,9,5,3,9,8,5,8
1865,No,4,2,1,2,1,Y,No,3,4,80,1,3,3,1,0,0,0
1866,No,1,2,5,3,7,Y,No,3,4,80,21,2,3,16,12,6,14
1867,No,4,2,5,2,4,Y,No,3,4,80,29,3,3,22,10,12,9
1868,Yes,4,2,1,4,1,Y,Yes,4,2,80,1,3,2,1,0,1,0
1869,Yes,3,3,3,2,5,Y,No,4,3,80,14,2,3,8,7,0,7
1870,No,4,2,1,1,0,Y,No,3,4,80,8,2,2,7,6,7,3
1871,No,4,3,2,4,8,Y,No,3,2,80,7,2,3,2,2,2,2
1873,No,2,2,1,4,8,Y,No,4,2,80,19,2,4,5,2,0,4
1875,No,2,3,1,2,1,Y,No,3,4,80,1,3,3,1,0,0,0
1876,Yes,2,3,1,4,1,Y,No,3,3,80,1,3,2,1,0,0,0
1878,Yes,4,3,1,2,1,Y,Yes,4,1,80,1,2,3,1,0,0,0
1880,No,2,2,2,3,1,Y,Yes,3,1,80,10,4,3,10,9,1,7
1881,No,2,3,2,3,1,Y,No,3,1,80,10,2,3,10,8,0,2
1882,No,3,3,3,4,2,Y,Yes,3,4,80,9,3,3,5,3,1,0
1883,No,4,3,1,1,3,Y,No,3,2,80,11,2,3,3,2,1,2
1885,No,4,3,2,1,5,Y,Yes,4,3,80,16,2,3,5,3,0,4
1886,No,4,2,2,2,0,Y,Yes,3,4,80,4,2,3,3,2,0,2
1888,No,2,2,2,4,0,Y,No,3,4,80,10,2,2,9,8,3,8
1890,No,2,2,2,4,1,Y,No,4,4,80,10,2,2,10,1,0,8
1892,No,1,3,4,1,2,Y,No,3,1,80,22,3,3,19,7,11,16
1893,No,2,2,1,3,1,Y,Yes,3,3,80,1,3,2,1,0,1,0
1898,No,1,4,2,3,0,Y,No,3,2,80,9,5,2,8,7,0,7
1900,No,4,3,4,4,3,Y,No,3,2,80,24,3,3,22,17,4,7
1903,No,2,4,2,1,2,Y,No,3,4,80,10,5,3,2,0,2,2
1905,Yes,4,1,1,1,1,Y,Yes,4,2,80,5,2,3,5,2,3,0
1907,Yes,1,3,1,4,1,Y,No,3,4,80,5,3,3,4,2,1,0
1908,No,3,2,2,2,2,Y,No,3,3,80,12,1,1,4,2,1,3
1909,No,3,3,2,2,5,Y,No,4,3,80,14,3,3,5,4,1,4
1911,No,3,3,3,1,9,Y,No,3,2,80,18,3,4,13,7,5,7
1912,No,3,3,2,4,2,Y,Yes,3,4,80,8,2,3,5,2,1,4
1915,No,4,2,2,4,3,Y,Yes,3,3,80,9,3,2,4,2,0,1
1916,No,1,4,1,3,8,Y,No,3,2,80,4,0,2,2,2,2,2
1918,No,3,4,1,4,0,Y,No,3,1,80,8,3,3,7,7,7,7
1922,No,2,3,2,3,4,Y,No,3,3,80,12,3,3,4,2,0,3
1924,No,2,3,2,3,1,Y,No,3,2,80,10,2,2,10,4,0,9
1927,No,3,2,2,4,1,Y,Yes,3,3,80,7,2,3,7,7,0,7
1928,Yes,3,4,1,1,1,Y,No,3,4,80,1,3,3,1,0,0,0
1929,No,1,1,2,3,6,Y,No,3,3,80,10,1,3,3,2,1,2
1931,No,2,3,1,2,1,Y,No,3,3,80,6,3,2,5,3,1,2
1932,No,3,2,2,4,1,Y,Yes,3,2,80,16,3,3,15,10,6,11
